publisher_docid;XP;batchid;time_stamp
week17b_5753870_5762435_5762508;XP031863146;IEEECONFERENCE_week17b.xml;20110624_165520
week17b_5753870_5762435_5762508;XP031863146;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762508;XP031863146;XP031863146.pdf;20110624_165520
week17b_5753870_5762435_5762509;XP031863147;IEEECONFERENCE_week17b.xml;20110624_165520
week17b_5753870_5762435_5762509;XP031863147;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762509;XP031863147;XP031863147.pdf;20110624_165520
week17b_5753870_5762435_5762510;XP031863148;IEEECONFERENCE_week17b.xml;20110624_165520
week17b_5753870_5762435_5762510;XP031863148;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762510;XP031863148;XP031863148.pdf;20110624_165520
week17b_5753870_5762435_5762511;XP031863149;IEEECONFERENCE_week17b.xml;20110624_165520
week17b_5753870_5762435_5762511;XP031863149;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762511;XP031863149;XP031863149.pdf;20110624_165520
week17b_5753870_5762435_5762512;XP031863150;IEEECONFERENCE_week17b.xml;20110624_165520
week17b_5753870_5762435_5762512;XP031863150;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762512;XP031863150;XP031863150.pdf;20110624_165520
