publisher_docid;batchid_in;time_stamp
week17a_38_26599_4797510;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_28096_1159609;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_28096_1159609;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_28096_1255803;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_28096_1255803;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_28096_1381229;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_28096_1381229;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_28096_1573623;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_28096_1573623;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_28096_4052490;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_28096_4052490;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_28096_4418742;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_28096_4418742;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_28513_4797510;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_28513_4797510;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_30111_1159609;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_30111_1159609;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_30111_1255803;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_30111_1255803;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_30111_1381229;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_30111_1381229;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_30111_1573623;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_30111_1573623;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_30111_4052490;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_30111_4052490;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_30111_4418742;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_30111_4418742;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_30489_4797510;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_30489_4797510;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_33273_1159609;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_33273_1159609;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_33273_1255803;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_33273_1255803;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_33273_1381229;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_33273_1381229;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_33273_1573623;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_33273_1573623;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_33273_4052490;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_33273_4052490;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_33273_4418742;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_33273_4418742;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_33767_4797510;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_33767_4797510;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_4052484_1159609;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_4052484_1159609;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_4052484_1255803;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_4052484_1255803;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_4052484_1381229;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_4052484_1381229;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_4052484_1573623;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_4052484_1573623;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_4052484_4052490;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_4052484_4052490;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_4052484_4418742;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_4052484_4418742;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_4118477_4797510;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_4118477_4797510;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_4418736_1159609;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_4418736_1159609;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_4418736_1255803;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_4418736_1255803;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_4418736_1381229;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_4418736_1381229;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_4418736_1573623;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_4418736_1573623;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_4418736_4052490;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_4418736_4052490;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_4418736_4418742;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_4418736_4418742;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_4459852_4797510;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_4459852_4797510;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_4736445_1159609;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_4736445_1159609;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_4736445_1255803;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_4736445_1255803;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_4736445_1381229;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_4736445_1381229;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_4736445_1573623;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_4736445_1573623;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_4736445_4052490;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_4736445_4052490;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_4736445_4418742;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_4736445_4418742;IEEEcnf/week17a/38.zip;20110622_001240
week17a_38_4797503_4797510;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_38_4797503_4797510;IEEEcnf/week17a/38.zip;20110622_001240
week17a_4_22596_1052138;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4_22596_1052138;IEEEcnf/week17a/4.zip;20110622_001240
week17a_4079545_5759112_5759113;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4079545_5759112_5759113;IEEEcnf/week17a/4079545.zip;20110622_001240
week17a_4079545_5759112_5759114;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4079545_5759112_5759114;IEEEcnf/week17a/4079545.zip;20110622_001240
week17a_4079545_5759112_5759115;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4079545_5759112_5759115;IEEEcnf/week17a/4079545.zip;20110622_001240
week17a_4079545_5759112_5759116;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4079545_5759112_5759116;IEEEcnf/week17a/4079545.zip;20110622_001240
week17a_4079545_5759112_5759117;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4079545_5759112_5759117;IEEEcnf/week17a/4079545.zip;20110622_001240
week17a_4079545_5759112_5759118;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4079545_5759112_5759118;IEEEcnf/week17a/4079545.zip;20110622_001240
week17a_4079545_5759112_5759119;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4079545_5759112_5759119;IEEEcnf/week17a/4079545.zip;20110622_001240
week17a_4079545_5759112_5759120;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4079545_5759112_5759120;IEEEcnf/week17a/4079545.zip;20110622_001240
week17a_4079545_5759112_5759121;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4079545_5759112_5759121;IEEEcnf/week17a/4079545.zip;20110622_001240
week17a_4079545_5759112_5759122;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4079545_5759112_5759122;IEEEcnf/week17a/4079545.zip;20110622_001240
week17a_4117952_4117953_4117954;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4117952_4117953_4117954;IEEEcnf/week17a/4117952.zip;20110622_001240
week17a_4200690_4407756_4407769;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4200690_4407756_4407769;IEEEcnf/week17a/4200690.zip;20110622_001240
week17a_4200690_4629863_4407769;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4200690_4629863_4407769;IEEEcnf/week17a/4200690.zip;20110622_001240
week17a_4200690_4740305_4740306;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4200690_4740305_4740306;IEEEcnf/week17a/4200690.zip;20110622_001240
week17a_4200690_4740305_5370677;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4200690_4740305_5370677;IEEEcnf/week17a/4200690.zip;20110622_001240
week17a_4200690_4740305_5623291;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4200690_4740305_5623291;IEEEcnf/week17a/4200690.zip;20110622_001240
week17a_4200690_5166532_4407769;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4200690_5166532_4407769;IEEEcnf/week17a/4200690.zip;20110622_001240
week17a_4200690_5370658_4740306;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4200690_5370658_4740306;IEEEcnf/week17a/4200690.zip;20110622_001240
week17a_4200690_5370658_5370677;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4200690_5370658_5370677;IEEEcnf/week17a/4200690.zip;20110622_001240
week17a_4200690_5370658_5623291;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4200690_5370658_5623291;IEEEcnf/week17a/4200690.zip;20110622_001240
week17a_4200690_5510040_4407769;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4200690_5510040_4407769;IEEEcnf/week17a/4200690.zip;20110622_001240
week17a_4200690_5623290_4740306;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4200690_5623290_4740306;IEEEcnf/week17a/4200690.zip;20110622_001240
week17a_4200690_5623290_5370677;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4200690_5623290_5370677;IEEEcnf/week17a/4200690.zip;20110622_001240
week17a_4200690_5623290_5623291;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4200690_5623290_5623291;IEEEcnf/week17a/4200690.zip;20110622_001240
week17a_4234_14351_658618;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_14351_658618;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_15859_1134143;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_15859_1134143;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_15859_1254068;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_15859_1254068;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_15859_1369237;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_15859_1369237;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_15859_1576592;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_15859_1576592;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_15859_736177;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_15859_736177;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_15859_809528;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_15859_809528;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_15859_898729;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_15859_898729;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_15984_658618;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_15984_658618;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_17568_1134143;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_17568_1134143;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_17568_1254068;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_17568_1254068;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_17568_1369237;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_17568_1369237;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_17568_1576592;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_17568_1576592;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_17568_736177;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_17568_736177;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_17568_809528;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_17568_809528;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_17568_898729;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_17568_898729;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_17832_658618;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_17832_658618;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_19449_1134143;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_19449_1134143;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_19449_1254068;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_19449_1254068;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_19449_1369237;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_19449_1369237;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_19449_1576592;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_19449_1576592;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_19449_736177;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_19449_736177;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_19449_809528;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_19449_809528;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_19449_898729;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_19449_898729;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_21041_658618;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_21041_658618;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_25184_1134143;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_25184_1134143;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_25184_1254068;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_25184_1254068;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_25184_1369237;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_25184_1369237;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_25184_1576592;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_25184_1576592;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_25184_736177;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_25184_736177;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_25184_809528;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_25184_809528;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_25184_898729;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_25184_898729;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_26004_658618;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_26004_658618;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_28054_1134143;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_28054_1134143;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_28054_1254068;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_28054_1254068;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_28054_1369237;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_28054_1369237;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_28054_1576592;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_28054_1576592;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_28054_736177;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_28054_736177;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_28054_809528;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_28054_809528;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_28054_898729;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_28054_898729;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_28208_658618;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_28208_658618;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_29963_1134143;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_29963_1134143;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_29963_1254068;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_29963_1254068;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_29963_1369237;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_29963_1369237;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_29963_1576592;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_29963_1576592;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_29963_736177;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_29963_736177;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_29963_809528;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_29963_809528;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_29963_898729;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_29963_898729;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_30037_658618;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_30037_658618;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_33323_1134143;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_33323_1134143;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_33323_1254068;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_33323_1254068;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_33323_1369237;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_33323_1369237;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_33323_1576592;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_33323_1576592;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_33323_736177;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_33323_736177;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_33323_809528;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_33323_809528;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4234_33323_898729;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4234_33323_898729;IEEEcnf/week17a/4234.zip;20110622_001240
week17a_4236_21094_1580406;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4236_21094_1580406;IEEEcnf/week17a/4236.zip;20110622_001240
week17a_4236_21094_4061112;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4236_21094_4061112;IEEEcnf/week17a/4236.zip;20110622_001240
week17a_4236_21649_5506078;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4236_21649_5506078;IEEEcnf/week17a/4236.zip;20110622_001240
week17a_4236_21649_5677509;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4236_21649_5677509;IEEEcnf/week17a/4236.zip;20110622_001240
week17a_4236_21649_5696717;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4236_21649_5696717;IEEEcnf/week17a/4236.zip;20110622_001240
week17a_4236_21649_5696718;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4236_21649_5696718;IEEEcnf/week17a/4236.zip;20110622_001240
week17a_4236_21649_5696719;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4236_21649_5696719;IEEEcnf/week17a/4236.zip;20110622_001240
week17a_4236_21649_5719583;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4236_21649_5719583;IEEEcnf/week17a/4236.zip;20110622_001240
week17a_4236_21649_5722947;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4236_21649_5722947;IEEEcnf/week17a/4236.zip;20110622_001240
week17a_4236_21649_5755598;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4236_21649_5755598;IEEEcnf/week17a/4236.zip;20110622_001240
week17a_4236_21649_5755599;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4236_21649_5755599;IEEEcnf/week17a/4236.zip;20110622_001240
week17a_4236_21649_5755600;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4236_21649_5755600;IEEEcnf/week17a/4236.zip;20110622_001240
week17a_4236_21649_5755601;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4236_21649_5755601;IEEEcnf/week17a/4236.zip;20110622_001240
week17a_4236_21649_5755602;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4236_21649_5755602;IEEEcnf/week17a/4236.zip;20110622_001240
week17a_4236_21649_5755603;InspecMetadata/week17a/XML.zip;20110622_001240
week17a_4236_21649_5755603;IEEEcnf/week17a/4236.zip;20110622_001240
