publisher_docid;XP;batchid;time_stamp
week4b_5692855_5704590_5704635;XP031889551;P1X.DF.PX.IEEECONF.D110729.G01.xml;20110729_061254
week4b_5692855_5704590_5704635;XP031889551;XP031889551.pdf;20110729_061254
week4b_5692855_5704590_5704636;XP031889552;IEEECONFERENCE_week4b.xml;20110729_061254
week4b_5692855_5704590_5704636;XP031889552;P1X.DF.PX.IEEECONF.D110729.G01.xml;20110729_061254
week4b_5692855_5704590_5704636;XP031889552;XP031889552.pdf;20110729_061254
week4b_5692855_5704590_5704637;XP031889553;IEEECONFERENCE_week4b.xml;20110729_061254
week4b_5692855_5704590_5704637;XP031889553;P1X.DF.PX.IEEECONF.D110729.G01.xml;20110729_061254
week4b_5692855_5704590_5704637;XP031889553;XP031889553.pdf;20110729_061254
week4b_5692855_5704590_5704638;XP031889554;IEEECONFERENCE_week4b.xml;20110729_061254
week4b_5692855_5704590_5704638;XP031889554;P1X.DF.PX.IEEECONF.D110729.G01.xml;20110729_061254
week4b_5692855_5704590_5704638;XP031889554;XP031889554.pdf;20110729_061254
