publisher_docid;XP;batchid;time_stamp
week4a_5608545_5625939_5627273;XP031883823;P1X.DF.PX.IEEECONF.D110728.G03.xml;20110728_064654
week4a_5608545_5625939_5627273;XP031883823;XP031883823.pdf;20110728_064654
week4a_5608545_5625939_5627274;XP031883824;IEEECONFERENCE_week4a.xml;20110728_064654
week4a_5608545_5625939_5627274;XP031883824;P1X.DF.PX.IEEECONF.D110728.G03.xml;20110728_064654
week4a_5608545_5625939_5627274;XP031883824;XP031883824.pdf;20110728_064654
week4a_5608545_5625939_5627275;XP031883825;IEEECONFERENCE_week4a.xml;20110728_064654
week4a_5608545_5625939_5627275;XP031883825;P1X.DF.PX.IEEECONF.D110728.G03.xml;20110728_064654
week4a_5608545_5625939_5627275;XP031883825;XP031883825.pdf;20110728_064654
week4a_5608545_5625939_5627276;XP031883826;IEEECONFERENCE_week4a.xml;20110728_064654
week4a_5608545_5625939_5627276;XP031883826;P1X.DF.PX.IEEECONF.D110728.G03.xml;20110728_064654
week4a_5608545_5625939_5627276;XP031883826;XP031883826.pdf;20110728_064654
week4a_5608545_5625939_5627277;XP031883827;IEEECONFERENCE_week4a.xml;20110728_064654
week4a_5608545_5625939_5627277;XP031883827;P1X.DF.PX.IEEECONF.D110728.G03.xml;20110728_064654
week4a_5608545_5625939_5627277;XP031883827;XP031883827.pdf;20110728_064654
week4a_5608545_5625939_5627278;XP031883828;IEEECONFERENCE_week4a.xml;20110728_064654
week4a_5608545_5625939_5627278;XP031883828;P1X.DF.PX.IEEECONF.D110728.G03.xml;20110728_064654
week4a_5608545_5625939_5627278;XP031883828;XP031883828.pdf;20110728_064654
week4a_5608545_5625939_5627279;XP031883829;IEEECONFERENCE_week4a.xml;20110728_064654
week4a_5608545_5625939_5627279;XP031883829;P1X.DF.PX.IEEECONF.D110728.G03.xml;20110728_064654
week4a_5608545_5625939_5627279;XP031883829;XP031883829.pdf;20110728_064654
week4a_5608545_5625939_5627280;XP031883830;IEEECONFERENCE_week4a.xml;20110728_064654
week4a_5608545_5625939_5627280;XP031883830;P1X.DF.PX.IEEECONF.D110728.G03.xml;20110728_064654
week4a_5608545_5625939_5627280;XP031883830;XP031883830.pdf;20110728_064654
week4a_5608545_5625939_5627281;XP031883831;IEEECONFERENCE_week4a.xml;20110728_064654
week4a_5608545_5625939_5627281;XP031883831;P1X.DF.PX.IEEECONF.D110728.G03.xml;20110728_064654
week4a_5608545_5625939_5627281;XP031883831;XP031883831.pdf;20110728_064654
week4a_5608545_5625939_5627282;XP031883832;IEEECONFERENCE_week4a.xml;20110728_064654
week4a_5608545_5625939_5627282;XP031883832;P1X.DF.PX.IEEECONF.D110728.G03.xml;20110728_064654
week4a_5608545_5625939_5627282;XP031883832;XP031883832.pdf;20110728_064654
week4a_5608545_5625939_5627283;XP031883833;IEEECONFERENCE_week4a.xml;20110728_064654
week4a_5608545_5625939_5627283;XP031883833;P1X.DF.PX.IEEECONF.D110728.G03.xml;20110728_064654
week4a_5608545_5625939_5627283;XP031883833;XP031883833.pdf;20110728_064654
week4a_5608545_5625939_5627284;XP031883834;IEEECONFERENCE_week4a.xml;20110728_064654
week4a_5608545_5625939_5627284;XP031883834;P1X.DF.PX.IEEECONF.D110728.G03.xml;20110728_064654
week4a_5608545_5625939_5627284;XP031883834;XP031883834.pdf;20110728_064654
week4a_5608545_5625939_5627285;XP031883835;IEEECONFERENCE_week4a.xml;20110728_064654
week4a_5608545_5625939_5627285;XP031883835;P1X.DF.PX.IEEECONF.D110728.G03.xml;20110728_064654
week4a_5608545_5625939_5627285;XP031883835;XP031883835.pdf;20110728_064654
week4a_5608545_5625939_5627286;XP031883836;IEEECONFERENCE_week4a.xml;20110728_064654
week4a_5608545_5625939_5627286;XP031883836;P1X.DF.PX.IEEECONF.D110728.G03.xml;20110728_064654
week4a_5608545_5625939_5627286;XP031883836;XP031883836.pdf;20110728_064654
week4a_5608545_5625939_5627287;XP031883837;IEEECONFERENCE_week4a.xml;20110728_064654
week4a_5608545_5625939_5627287;XP031883837;P1X.DF.PX.IEEECONF.D110728.G03.xml;20110728_064654
week4a_5608545_5625939_5627287;XP031883837;XP031883837.pdf;20110728_064654
week4a_5608545_5625939_5627288;XP031883838;IEEECONFERENCE_week4a.xml;20110728_064654
week4a_5608545_5625939_5627288;XP031883838;P1X.DF.PX.IEEECONF.D110728.G03.xml;20110728_064654
